DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,2018,6.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2007,25.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2008,25.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2009,24.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2010,24.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2011,23.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2012,22.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2013,22.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2014,22.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2015,21.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2016,20.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2017,20.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2018,20.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2019,20.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2020,19.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2021,19.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2022,18.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2023,18.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,2024,17.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2007,10.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2008,10.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2009,10.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2010,10.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2011,9.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2012,8.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2013,7.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2014,6.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2015,6.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2016,6.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2017,5.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2018,5.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2019,4.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2020,3.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2021,1.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2022,0.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2023,0.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,2024,0.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2007,12.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2008,12.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2009,13.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2010,13.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2011,13.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2012,15.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2013,14.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2014,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2015,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2016,14.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2017,14.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2018,13.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2019,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2020,12.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2021,11.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2022,12.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2023,13.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,2024,12,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2008,18.4,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2009,18.4,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2010,17.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2011,17.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2012,17.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2013,17.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2014,17.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2015,17.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2016,17.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2017,17.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2018,18.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2019,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2020,18.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2021,17.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2022,17.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2023,17.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2024,16,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2007,22.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2008,19.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2009,17.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2010,16.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2011,16.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2012,15.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2013,14.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2014,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2015,13.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2016,12.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2017,11.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2018,10.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2019,10.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2020,9.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2021,11.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2022,11.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2023,12,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2024,11.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2007,23.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2008,26.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2009,25.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2010,21.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2011,22.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2012,22.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2013,22.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2014,22.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2015,22.5,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2016,21.5,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2017,21.1,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2018,20.1,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2019,19.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2020,16.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2021,15.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2022,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2023,18,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2024,18.5,dp,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2007,22.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2008,22.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2009,22.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2010,22.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2011,22.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2012,22.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2013,22.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2014,22.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2015,21.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2016,21.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2017,20.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2018,20.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2019,19.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2020,18.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2021,17.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2022,17.7,b,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2023,17.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2024,15.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2007,17.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2008,17.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2009,16.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2010,17.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2011,16.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2012,16.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2013,16.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2014,16.0,,
